no_bap,no_voucher,date,
BAP 16-0520,031/SPK/FP/16.05,2016-11-15,031/SPK/FP/CG/II/16
BAP 16-0521,140/SPK/EST/16.01,2016-11-17,140/SPK/EST/CG/VIII/16
BAP 16-0522,234/SBM/ME/15.04,2016-11-15,234/SBM/1/41.6.6/XII/15
BAP 16-0522,234/SBM/ME/15.04,2016-11-15,234/SBM/1/41.6.6/XII/15
BAP 16-0522,234/SBM/ME/15.04,2016-11-15,234/SBM/1/41.6.6/XII/15
BAP 16-0523,092/SBM/ME/16.02,2016-11-15,092/SBM/1/42.6.6/V/16
BAP 16-0523,092/SBM/ME/16.02,2016-11-15,092/SBM/1/42.6.6/V/16
BAP 16-0523,092/SBM/ME/16.02,2016-11-15,092/SBM/1/42.6.6/V/16
BAP 16-0523,092/SBM/ME/16.02,2016-11-15,092/SBM/1/42.6.6/V/16
BAP 16-0523,092/SBM/ME/16.02,2016-11-15,092/SBM/1/42.6.6/V/16
BAP 16-0524,177/SPK/EST/16.01,2016-11-15,177/SPK/EST/CG/X/16
BAP 16-0525,077/SBM/RMH/15.09,2016-11-17,077/SBM/1/40.26.2/IV/15
BAP 16-0525,077/SBM/RMH/15.09,2016-11-17,VO.001-077/15
BAP 16-0525,077/SBM/RMH/15.09,2016-11-17,VO.001-077/15
BAP 16-0525,077/SBM/RMH/15.09,2016-11-17,VO.001-077/15
BAP 16-0526,046/SBM/RMH/16.06,2016-11-17,046/SBM/1/41.26.1/III/16
BAP 16-0527,116/SPK/EST/16.03,2016-11-17,116/SPK/EST/CG/VI/16
BAP 16-0528,100/SPK/EST/16.10,2016-11-17,100/SPK/EST/CG/VI/16
BAP 16-0529,184/SPK/EST/16.01,2016-11-17,184/SPK/EST/CG/XI/16
BAP 16-0530,163/SBM/RMH/16.02,2016-11-17,163/SBM/1/42.26.1/IX/16
BAP 16-0531,188/SBM/PRS/16.01,2016-11-17,188/SBM/1/38.4.4/XI/16
BAP 16-0533,139/SPK/EST/16.01,2016-11-21,139/SPK/EST/CG/VIII/16
BAP 16-0533,139/SPK/EST/16.01,2016-11-21,Add-01-139/16
BAP 16-0533,139/SPK/EST/16.01,2016-11-21,Add-01-139/16
BAP 16-0533,139/SPK/EST/16.01,2016-11-21,139/SPK/EST/CG/VIII/16
BAP 16-0534,153/SPK/EST/16.03,2016-11-22,153/SPK/EST/CG/IX/16
BAP 16-0535,036/SPK/EST/16.09,2016-11-22,036/SPK/EST/CG/II/16
BAP 16-0536,185/SBM/PRS/16.01,2016-11-22,185/SBM/1/38.4.4/XI/16
BAP 16-0537,145/SBM/PRS/16.01,2016-11-24,145/SBM/1/6.26.1/VIII/16
BAP 16-0538,183/SPK/EST/16.01,2016-11-24,183/SPK/EST/CG/I/16
BAP 16-0539,176/SBM/1/RMH/16.02,2016-11-24,176/SBM/1/41.26.1/X/16
BAP 16-0540,106/SPK/FP/16.01,2016-11-24,106/SPK/FP/CG/VI/16
BAP 16-0540,106/SPK/FP/16.01,2016-11-24,Add-01-106/16
BAP 16-0541,175/SBM/RMH/16.02,2016-11-24,175/SBM/1/42.26.1/X/16
BAP 16-0542,169/SBM/RMH/16.03,2016-11-24,169/SBM/1/42.26.1/IX/16
BAP 16-0544,062/SBM/RMH/16.07,2016-11-28,062/SBM/1/41.26.1/IV/16
BAP 16-0544,062/SBM/RMH/16.07,2016-11-28,VO.001-062/16
BAP 16-0545,182/SPK/EST/16.01,2016-11-28,182/SPK/EST/CG/XI/16
BAP 16-0546,069/SBM/PRS/16.02,2016-11-28,069/SBM/1/35.7.6/IV/16
BAP 16-0547,070/SBM/PRS/16.02,2016-11-28,070/SBM/1/41.7.6/IV/16
BAP 16-0548,105/SBM/PRS/16.04,2016-11-28,105/SBM/1/38.2.4/VI/16
BAP 16-0549,138/SBM/RMH/16.03,2016-11-28,138/SBM/1/35.26.1/VIII/16
BAP 16-0550,144/SBM/RMH/16.03,2016-11-28,144/SBM/1/35.26.1/VIII/16
BAP 16-0551,147/SBM/RMH/16.03,2016-11-28,147/SBM/1/35.26.1/VIII/16
BAP 16-0552,172/SPK/EST/16.01,2016-11-28,172/SPK/EST/CG/IX/16
BAP 16-0553,189/SBM/ME/16.01,2016-11-28,189/SBM/1/42.6.6/XI/16
BAP 16-0554,200/SBM/PRS/16.01,2016-11-28,200/SBM/1/38.24.4/XI/16
BAP 16-0555,100/SBM/RMH/13.11,2016-12-01,100/SPK/EST/CG/VI/16
BAP 16-0556,187/SBM/RMH/16.01,2016-12-01,187/SBM/1/38.26.1/XI/16
BAP 16-0557,136/SPK/EST/16.04,2016-12-06,136/SPK/EST/CG/VIII/16
BAP 16-0557,136/SPK/EST/16.04,2016-12-06,VO.004-136/16
BAP 16-0558,135/SPK/EST/16.04,2016-12-06,135/SPK/EST/CG/VIII/16
BAP 16-0558,135/SPK/EST/16.04,2016-12-06,VO.004-135/16
BAP 16-0559,137/SPK/EST/16.04,2016-12-06,137/SPK/EST/CG/VIII/16
BAP 16-0559,137/SPK/EST/16.04,2016-12-06,VO.004-137/16
BAP 16-0560,008/SPK/FP/16.09,2016-12-06,008/SPK/FP/CG/I/16
BAP 16-0561,191/SPK/EST/16.01,2016-12-06,191/SPK/EST/CG/XI/16
BAP 16-0562,158/SBM/PRS/16.02,2016-12-08,158/SBM/1/38.1.7/IX/16
BAP 16-0563,117/SPK/EST/16.06,2016-12-08,117/SPK/EST/CG/VI/16
BAP 16-0564,125/SPK/EST/16.05,2016-12-08,125/SPK/EST/CG/VII/16
BAP 16-0565,116/SPK/EST/16.04,2016-12-15,116/SPK/EST/CG/VI/16
BAP 16-0566,065/SBM/RMH/16.07,2016-12-20,065/SBM/1/35.26.1/IV/16
BAP 16-0567,175/SBM/RMH/16.03,2016-12-20,175/SBM/1/42.26.1/X/16
BAP 16-0568,163/SBM/RMH/16.03,2016-12-20,163/SBM/1/42.26.1/IX/16
BAP 16-0569,147/SBM/RMH/16.04,2016-12-20,147/SBM/1/35.26.1/VIII/16
BAP 16-0570,144/SBM/RMH/16.04,2016-12-20,144/SBM/1/35.26.1/VIII/16
BAP 16-0571,138/SBM/RMH/16.04,2016-12-20,138/SBM/1/35.26.1/VIII/16
BAP 16-0572,100/SPK/EST/16.12,2016-12-20,100/SPK/EST/CG/VI/16
BAP 16-0573,062/SBM/RMH/16.08,2016-12-20,062/SBM/1/41.26.1/IV/16
BAP 16-0573,062/SBM/RMH/16.08,2016-12-20,VO.001-062/16
BAP 16-0574,153/SPK/EST/16.04,2016-12-20,153/SPK/EST/CG/IX/16
BAP 16-0575,036/SPK/EST/16.10,2016-12-20,036/SPK/EST/CG/II/16
BAP 16-0576,072/SBM/RMH/16.05,2016-12-20,072/SBM/1/41.26.1/IV/16
BAP 16-0577,120/SBM/RMH/16.04,2016-12-20,120/SBM/1/41.26.1/VII/16
BAP 16-0580,188/SBM/PRS/16.02,2016-12-20,188/SBM/1/38.4.4/XI/16
BAP 16-0581,151/SPK/FP/16.01,2016-12-20,151/SPK/FP/CG/IX/16
BAP 16-0583,151/SPK/FP/16.02,2016-12-20,151/SPK/FP/CG/IX/16
BAP 17-0001,195/SPK/EST/16.01,2017-01-19,195/SPK/EST/CG/XI/16
BAP 17-0001,195/SPK/EST/16.01,2017-01-19,195/SPK/EST/CG/XI/16
BAP 17-0002,194/SPK/EST/16.01,2017-01-19,194/SPK/EST/CG/XI/16
BAP 17-0002,194/SPK/EST/16.01,2017-01-19,194/SPK/EST/CG/XI/16
BAP 17-0003,008/SPK/FP/16.10,2017-01-12,008/SPK/FP/CG/I/16
BAP 17-0004,151/SPK/FP/16.03,2017-01-12,151/SPK/FP/CG/IX/16
BAP 17-0005,208/SPK/EST/16.01,2017-01-12,208/SPK/EST/CG/XII/16
BAP 17-0007,204/SBM/RMH/16,2017-01-12,204/SBM/1/42.26.1/XI/16
BAP 17-0008,186/SPK/EST/16.01,2017-01-12,186/SPK/EST/CG/XI/16
BAP 17-0009,196/SPK/EST/16.01,2017-01-12,196/SPK/EST/CG/XI/16
BAP 17-0010,198/SPK/EST/16.01,2017-01-12,198/SPK/EST/CG/XI/16
BAP 17-0011,211/SBM/PRS/16.01,2017-01-12,211/SBM/1/38.3.4/XII/16
BAP 17-0012,199/SPK/EST/16.01,2017-01-12,199/SPK/EST/CG/XI/16
BAP 17-0013,197/SBM/ME/16.01,2017-01-12,197/SBM/1/38.7.6/XI/16
BAP 17-0015,135/SPK/EST/16.05,2017-01-12,135/SPK/EST/CG/VIII/16
BAP 17-0015,135/SPK/EST/16.05,2017-01-12,VO.005-135/16
BAP 17-0016,209/SPK/EST/16.01,2017-01-12,209/SPK/EST/CG/XII/16
BAP 17-0016,209/SPK/EST/16.01,2017-01-12,VO.001-209/16
BAP 17-0017,137/SPK/EST/16.05,2017-01-12,137/SPK/EST/CG/VIII/16
BAP 17-0017,137/SPK/EST/16.05,2017-01-12,VO.005-137/16
BAP 17-0018,214/SPK/EST/16.01,2017-01-12,214/SPK/EST/CG/XII/16
BAP 17-0019,210/SPK/FP/16.01,2017-01-12,210/SPK/FP/CG/XII/16
BAP 17-0020,133/SBM/TMN/16.01,2017-01-12,133/SBM/1/41.12.5/VIII/16
BAP 17-0020,133/SBM/TMN/16.01,2017-01-12,133/SBM/1/41.12.5/VIII/16
BAP 17-0020,133/SBM/TMN/16.01,2017-01-12,133/SBM/1/41.12.5/VIII/16
BAP 17-0020,133/SBM/TMN/16.01,2017-01-12,VO.001-133/16
BAP 17-0021,136/SPK/EST/16.05,2017-01-12,136/SPK/EST/CG/VIII/16
BAP 17-0021,136/SPK/EST/16.05,2017-01-12,VO.005-136/16
BAP 17-0022,169/SBM/RMH/16.04,2017-01-16,169/SBM/1/42.26.1/IX/16
BAP 17-0023,108/SBM/RMH/15.06,2017-01-17,108/SBM/1/31.26.1/VI/15
BAP 17-0024,135/SBM/RMH/15.06,2017-01-17,135/SBM/1/31.26.1/VIII/15
BAP 17-0025,197/SBM/RMH/14.06,2017-01-17,197/SBM/1/27.26.1/XI/14
BAP 17-0025,197/SBM/RMH/14.06,2017-01-17,VO.001-197/14
BAP 17-0025,197/SBM/RMH/14.06,2017-01-17,VO.001-197/14
BAP 17-0025,197/SBM/RMH/14.06,2017-01-17,VO.001-197/14
BAP 17-0026,197/SBM/RMH/14.07,2017-01-17,197/SBM/1/27.26.1/XI/14
BAP 17-0026,197/SBM/RMH/14.07,2017-01-17,VO.001-197/14
BAP 17-0027,155/SBM/PRS/16.01,2017-01-17,155/SBM/1/38.3.4/IX/16
BAP 17-0027,155/SBM/PRS/16.01,2017-01-17,Add-01-155/16
BAP 17-0028,202/SBM/KSL/16.01,2017-01-19,202/SBM/1/38.1.8/XI/16
BAP 17-0029,036/SPK/EST/16.11,2017-01-19,036/SPK/EST/CG/II/16
BAP 17-0030,207/SBM/PRS/16.01,2017-01-19,207/SBM/1/38.4.4/XII/16
BAP 17-0031,221/SBM/PRS/16.01,2017-01-19,221/SBM/1/41.4.4/XII/16
BAP 17-0032,216/SBM/RMH/16.01,2017-01-19,216/SBM/1/36.26.1/XII/16
BAP 17-0033,003/SBM/RMH/17.01,2017-01-19,003/SBM/1/42.26.1/I/17
BAP 17-0034,215/SBM/RMH/16.01,2017-01-19,215/SBM/1/42.26.1/XII/16
BAP 17-0035,153/SPK/EST/16.05,2017-01-19,153/SPK/EST/CG/IX/16
BAP 17-0036,198/SPK/EST/16.02,2017-01-19,198/SPK/EST/CG/XI/16
BAP 17-0037,187/SBM/RMH/16.02,2017-01-19,187/SBM/1/38.26.1/XI/16
BAP 17-0038,220/SPK/EST/16.01,2017-01-23,220/SPK/EST/CG/XII/16
BAP 17-0040,235/SBM/ME/15.02,2017-01-23,235/SBM/1/41.5.6/XII/15
BAP 17-0041,056/SBM/ME/16.02,2017-01-23,056/SBM/1/41.5.6/III/16
BAP 17-0042,176/SBM/1/RMH/16.03,2017-01-24,176/SBM/1/41.26.1/X/16
BAP 17-0043,206/SBM/PRS/16.01,2017-01-24,206/SBM/1/41.3.4/XI/16
BAP 17-0044,027/SBM/RMH/15.07,2017-01-24,027/SBM/1/35.26.1/II/15
BAP 17-0044,027/SBM/RMH/15.07,2017-01-24,VO.001-027/15
BAP 17-0045,206/SPK/EST/16.01,2017-01-24,205/SPK/EST/CG/XI/16
BAP 17-0045,206/SPK/EST/16.01,2017-01-24,205/SPK/EST/CG/XI/16
BAP 17-0045,206/SPK/EST/16.01,2017-01-24,205/SPK/EST/CG/XI/16
BAP 17-0045,206/SPK/EST/16.01,2017-01-24,205/SPK/EST/CG/XI/16
BAP 17-0045,206/SPK/EST/16.01,2017-01-24,205/SPK/EST/CG/XI/16
BAP 17-0045,206/SPK/EST/16.01,2017-01-24,205/SPK/EST/CG/XI/16
BAP 17-0046,190/SBM/PROM/16.01,2017-01-24,190/SBM/PROM/MKT/XI/16
BAP 17-0047,212/SPK/EST/16.01,2017-01-24,212/SPK/EST/CG/XII/16
BAP 17-0048,192/SBM/TMN/16.01,2017-01-26,192/SBM/1/42.12.5/XII/16
BAP 17-0048,192/SBM/TMN/16.01,2017-01-26,192/SBM/1/42.12.5/XII/16
BAP 17-0048,192/SBM/TMN/16.01,2017-01-26,192/SBM/1/42.12.5/XII/16
BAP 17-0048,192/SBM/TMN/16.01,2017-01-26,VO.001-192/16
BAP 17-0049,001/SPK/EST/16.01,2017-01-30,001/SPK/EST/CG/I/17
BAP 17-0050,027/SBM/RMH/16.08,2017-01-26,027SBM/1/35.26.1/II/16
BAP 17-0051,222/SBM/ME/16.01,2017-02-02,222/SBM/1/38.7.6/XII/16
BAP 17-0052,144/SBM/RMH/16.05,2017-02-02,144/SBM/1/35.26.1/VIII/16
BAP 17-0053,163/SBM/RMH/16.04,2017-02-02,163/SBM/1/42.26.1/IX/16
BAP 17-0054,147/SBM/RMH/16.05,2017-02-02,147/SBM/1/35.26.1/VIII/16
BAP 17-0055,175/SBM/RMH/16.04,2017-02-02,175/SBM/1/42.26.1/X/16
BAP 17-0056,187/SBM/PRS/15.04,2017-02-06,187/SBM/1/35.4.4/X/15
BAP 17-0056,187/SBM/PRS/15.04,2017-02-06,187/SBM/1/35.4.4/X/15
BAP 17-0056,187/SBM/PRS/15.04,2017-02-06,187/SBM/1/35.4.4/X/15
BAP 17-0056,187/SBM/PRS/15.04,2017-02-06,Add-01-187/15
BAP 17-0056,187/SBM/PRS/15.04,2017-02-06,Add-01-187/15
BAP 17-0057,010/SBM/PRS/17.01,2017-02-06,010/SBM/1/1.4.4/I/17
BAP 17-0057,010/SBM/PRS/17.01,2017-02-06,010/SBM/1/1.4.4/I/17
BAP 17-0057,010/SBM/PRS/17.01,2017-02-06,010/SBM/1/1.4.4/I/17
BAP 17-0057,010/SBM/PRS/17.01,2017-02-06,010/SBM/1/1.4.4/I/17
BAP 17-0057,010/SBM/PRS/17.01,2017-02-06,010/SBM/1/1.4.4/I/17
BAP 17-0057,010/SBM/PRS/17.01,2017-02-06,010/SBM/1/1.4.4/I/17
BAP 17-0058,198/SPK/EST/16.03,2017-02-06,198/SPK/EST/CG/XI/16
BAP 17-0059,072/SBM/RMH/16.06,2017-02-06,072/SBM/1/41.26.1/IV/16
BAP 17-0060,120/SBM/RMH/16.05,2017-02-06,120/SBM/1/41.26.1/VII/16
BAP 17-0062,213/SBM/PRS/16.01,2017-02-06,213/SBM/1/38.2.4/XII/16
BAP 17-0063,204/SBM/RMH/16.02,2017-02-06,204/SBM/1/42.26.1/XI/16
BAP 17-0064,200/SBM/PRS/16.02,2017-02-07,200/SBM/1/38.24.4/XI/16
BAP 17-0064,200/SBM/PRS/16.02,2017-02-07,200/SBM/1/38.24.4/XI/16
BAP 17-0065,189/SBM/ME/16.02,2017-02-09,189/SBM/1/42.6.6/XI/16
BAP 17-0066,218/SBM/KSL/16.01,2017-02-09,218/SBM/1/38.1.8/XII/16
BAP 17-0067,004/SPK/EST/17.01,2017-02-09,004/SPK/EST/CG/I/17
BAP 17-0068,007/SPK/EST/17.01,2017-02-09,007/SPK/EST/CG/I/17
BAP 17-0069,210/SPK/FP/16.02,2017-02-09,210/SPK/FP/CG/XII/16
BAP 17-0070,214/SPK/EST/16.02,2017-02-09,214/SPK/EST/CG/XII/16
BAP 17-0071,135/SPK/EST/16.06,2017-02-14,135/SPK/EST/CG/VIII/16
BAP 17-0071,135/SPK/EST/16.06,2017-02-14,VO.006-135/16
BAP 17-0072,151/SPK/FP/16.04,2017-02-14,151/SPK/FP/CG/IX/16
BAP 17-0073,136/SPK/EST/16.06,2017-02-14,136/SPK/EST/CG/VIII/16
BAP 17-0073,136/SPK/EST/16.06,2017-02-14,VO.006-136/16
BAP 17-0074,005/SPK/EST/17.01,2017-02-14,005/SPK/EST/CG/I/17
BAP 17-0075,219/SPK/EST/16.01,2017-02-14,219/SPK/EST/CG/XII/16
BAP 17-0076,137/SPK/EST/16.06,2017-02-14,137/SPK/EST/CG/VIII/16
BAP 17-0076,137/SPK/EST/16.06,2017-02-14,VO.006-137/16
BAP 17-0077,003/SBM/RMH/17.02,2017-02-16,003/SBM/1/42.26.1/I/17
BAP 17-0078,216/SBM/RMH/16.02,2017-02-16,216/SBM/1/36.26.1/XII/16
BAP 17-0079,215/SBM/RMH/16.02,2017-02-16,215/SBM/1/42.26.1/XII/16
BAP 17-0080,138/SBM/RMH/16.05,2017-02-16,138/SBM/1/35.26.1/VIII/16
BAP 17-0081,160/SPK/EST/16.02,2017-02-16,160/SPK/EST/CG/IX/16
BAP 17-0082,187/SBM/RMH/16.03,2017-02-21,187/SBM/1/38.26.1/XI/16
BAP 17-0083,198/SPK/EST/16.04,2017-02-21,198/SPK/EST/CG/XI/16
BAP 17-0084,169/SBM/RMH/16.05,2017-02-21,169/SBM/1/42.26.1/IX/16
BAP 17-0085,153/SPK/EST/16.06,2017-02-23,153/SPK/EST/CG/IX/16
BAP 17-0086,036/SPK/EST/16.12,2017-02-23,036/SPK/EST/CG/II/16
BAP 17-0087,176/SBM/1/RMH/16.04,2017-02-23,176/SBM/1/41.26.1/X/16
BAP 17-0088,213/SBM/PRS/16.02,2017-03-07,213/SBM/1/38.2.4/XII/16
BAP 17-0089,151/SPK/FP/16.05,2017-03-02,151/SPK/FP/CG/IX/16
BAP 17-0090,220/SPK/EST/16.02,2017-03-02,220/SPK/EST/CG/XII/16
BAP 17-0091,021/SPK/EST/17.01,2017-03-02,021/SPK/EST/CG/II/17
BAP 17-0092,198/SPK/EST/16.05,2017-03-02,198/SPK/EST/CG/XI/16
BAP 17-0093,005/SBM/RMH/15.07,2017-03-02,005/SBM/1/35.26.1/I/15
BAP 17-0094,373/SBM/RMH/13.07,2017-03-02,373/SBM/1/36.26.1/XII/13
BAP 17-0095,016/SPK/EST/17.01,2017-03-07,016/SPK/EST/CG/II/17
BAP 17-0096,175/SBM/RMH/16.05,2017-03-07,175/SBM/1/42.26.1/X/16
BAP 17-0098,144/SBM/RMH/16.06,2017-03-07,144/SBM/1/35.26.1/VIII/16
BAP 17-0099,147/SBM/RMH/16.06,2017-03-07,147/SBM/1/35.26.1/VIII/16
BAP 17-0100,163/SBM/RMH/16.05,2017-03-07,163/SBM/1/42.26.1/IX/16
BAP 17-0101,002/SPK/EST/17.01,2017-03-09,002/SPK/FP/CG/I/17
BAP 17-0101,002/SPK/EST/17.01,2017-03-09,002/SPK/FP/CG/I/17
BAP 17-0102,055/SBM/ME/16.02,2017-03-09,055/SBM/1/41.6.6/III/16
BAP 17-0103,217/SBM/TMN/16.01,2017-03-09,217/SBM/1/41.12.5/XII/16
BAP 17-0103,217/SBM/TMN/16.01,2017-03-09,217/SBM/1/41.12.5/XII/16
BAP 17-0103,217/SBM/TMN/16.01,2017-03-09,217/SBM/1/41.12.5/XII/16
BAP 17-0104,204/SBM/RMH/16.03,2017-03-09,204/SBM/1/42.26.1/XI/16
BAP 17-0105,012/SPK/EST/17.01,2017-03-09,012/SPK/EST/CG/I/17
BAP 17-0105,012/SPK/EST/17.01,2017-03-09,VO.001-012/17
BAP 17-0106,011/SPK/EST/17.01,2017-03-09,011/SPK/EST/CG/I/17
BAP 17-0106,011/SPK/EST/17.01,2017-03-09,VO.001-011/17
BAP 17-0107,214/SPK/EST/16.03,2017-03-09,214/SPK/EST/CG/XII/16
BAP 17-0108,210/SPK/FP/16.03,2017-03-09,210/SPK/FP/CG/XII/16
BAP 17-0109,008/SPK/EST/17.01,2017-03-09,008/SPK/EST/CG/I/17
BAP 17-0110,019/SPK/EST/17.01,2017-03-09,019/SPK/EST/CG/II/17
BAP 17-0111,013/SPK/EST/17.01,2017-03-14,013/SPK/EST/CG/I/17
BAP 17-0111,013/SPK/EST/17.01,2017-03-14,VO.001-013/17
BAP 17-0112,023/SBM/ME/17.01,2017-03-14,023/SBM/1/38.5.6/II/17
BAP 17-0113,022/SPK/EST/17.01,2017-03-16,022/SPK/EST/CG/II/17
BAP 17-0115,018/SBM/ME/17.01,2017-03-16,018/SBM/1/35.5.6/II/17
BAP 17-0116,025/SPK/EST/17.01,2017-03-16,025/SPK/EST/CG/II/17
BAP 17-0117,216/SBM/RMH/16.03,2017-03-16,216/SBM/1/36.26.1/XII/16
BAP 17-0118,003/SBM/RMH/17.03,2017-03-16,003/SBM/1/42.26.1/I/17
BAP 17-0119,215/SBM/RMH/16.03,2017-03-16,215/SBM/1/42.26.1/XII/16
BAP 17-0120,020/SBM/PRS/17.01,2017-03-16,020/SBM/1/38.24.4/II/17
BAP 17-0121,220/SPK/EST/16.03,2017-03-22,220/SPK/EST/CG/XII/16
BAP 17-0122,138/SBM/RMH/16.06,2017-03-21,138/SBM/1/35.26.1/VIII/16
BAP 17-0123,026/SPK/EST/17.01,2017-03-21,026/SPK/EST/CG/II/17
BAP 17-0124,153/SPK/EST/16.07,2017-03-21,153/SPK/EST/CG/IX/16
BAP 17-0125,120/SBM/RMH/16.06,2017-03-22,120/SBM/1/41.26.1/VII/16
BAP 17-0126,221/SBM/RMH/15.09,2017-03-22,221/SBM/1/41.26.1/XII/15
BAP 17-0127,188/SBM/PRS/16.03,2017-03-23,188/SBM/1/38.4.4/XI/16
BAP 17-0127,188/SBM/PRS/16.03,2017-03-23,188/SBM/1/38.4.4/XI/16
BAP 17-0127,188/SBM/PRS/16.03,2017-03-23,188/SBM/1/38.4.4/XI/16
BAP 17-0127,188/SBM/PRS/16.03,2017-03-23,188/SBM/1/38.4.4/XI/16
BAP 17-0127,188/SBM/PRS/16.03,2017-03-23,VO.001-188/16
BAP 17-0127,188/SBM/PRS/16.03,2017-03-23,VO.001-188/16
BAP 17-0128,208/SBM/RMH/15.09,2017-03-27,208/SBM/1/41.26.1/XI/15
BAP 17-0129,176/SBM/1/RMH/16.05,2017-03-27,176/SBM/1/41.26.1/X/16
BAP 17-0130,174/SBM/KSL/16.01,2017-03-29,174/SBM/1/38.1.8/X/16
BAP 17-0130,174/SBM/KSL/16.01,2017-03-29,174/SBM/1/38.1.8/X/16
BAP 17-0132,028/SBM/KSL/17.01,2017-04-04,028/SBM/1/43.1.8/III/17
BAP 17-0133,105/SBM/PRS/16.05,2017-04-05,105/SBM/1/38.2.4/VI/16
BAP 17-0133,105/SBM/PRS/16.05,2017-04-05,105/SBM/1/38.2.4/VI/16
BAP 17-0134,006/SPK/EST/17.01,2017-04-04,006/SPK/EST/CG/I/17
BAP 17-0135,002/SPK/EST/17.02,2017-04-06,002/SPK/FP/CG/I/17
BAP 17-0136,017/SBM/PRS/17.01,2017-04-06,017/SBM/1/38.4.4/II/17
BAP 17-0136,017/SBM/PRS/17.01,2017-04-06,017/SBM/1/38.4.4/II/17
BAP 17-0136,017/SBM/PRS/17.01,2017-04-06,017/SBM/1/38.4.4/II/17
BAP 17-0138,134/SPK/FP/16.02,2017-04-06,134/SPK/FP/CG/VIII/16
BAP 17-0138,134/SPK/FP/16.02,2017-04-06,134/SPK/FP/CG/VIII/16
BAP 17-0138,134/SPK/FP/16.02,2017-04-06,Add-01-134/16
BAP 17-0139,015/SBM/ME/17.01,2017-04-11,015/SBM/1/38.6.6/I/17
BAP 17-0139,015/SBM/ME/17.01,2017-04-11,015/SBM/1/38.6.6/I/17
BAP 17-0139,015/SBM/ME/17.01,2017-04-11,015/SBM/1/38.6.6/I/17
BAP 17-0139,015/SBM/ME/17.01,2017-04-11,015/SBM/1/38.6.6/I/17
BAP 17-0139,015/SBM/ME/17.01,2017-04-11,015/SBM/1/38.6.6/I/17
BAP 17-0140,169/SBM/RMH/16.06,2017-04-11,169/SBM/1/42.26.1/IX/16
BAP 17-0141,011/SPK/EST/17.02,2017-04-07,011/SPK/EST/CG/I/17
BAP 17-0141,011/SPK/EST/17.02,2017-04-07,VO.002 - 011/17
BAP 17-0142,013/SPK/EST/17.02,2017-04-11,013/SPK/EST/CG/I/17
BAP 17-0142,013/SPK/EST/17.02,2017-04-11,VO.002 - 013/17
BAP 17-0143,210/SPK/FP/16.04,2017-04-11,210/SPK/FP/CG/XII/16
BAP 17-0144,214/SPK/EST/16.04,2017-04-11,214/SPK/EST/CG/XII/16
BAP 17-0145,009/SBM/PRS/17.01,2017-04-13,009/SBM/1/35.4.4/I/17
BAP 17-0145,009/SBM/PRS/17.01,2017-04-13,009/SBM/1/35.4.4/I/17
BAP 17-0146,204/SBM/RMH/16.04,2017-04-13,204/SBM/1/42.26.1/XI/16
BAP 17-0147,027/SPK/EST/17.01,2017-04-13,027/SPK/EST/CG/III/17
BAP 17-0148,233/SBM/ME/15.04,2017-04-13,233/SBM/1/41.5.6/XII/15
BAP 17-0148,233/SBM/ME/15.04,2017-04-13,233/SBM/1/41.5.6/XII/15
BAP 17-0148,233/SBM/ME/15.04,2017-04-13,233/SBM/1/41.5.6/XII/15
BAP 17-0149,132/SBM/TMN/16.02,2017-04-13,132/SBM/1/35.12.5/VIII/16
BAP 17-0150,035/SBM/RMH/17.01,2017-04-13,035/SBM/1/43.26.1/IV/17
BAP 17-0151,198/SPK/EST/16.06,2017-04-13,198/SPK/EST/CG/XI/16
BAP 17-0152,198/SPK/EST/16.07,2017-04-13,198/SPK/EST/CG/XI/16
BAP 17-0153,012/SPK/EST/16.04,2017-04-13,012/SPK/EST/CG/I/17
BAP 17-0153,012/SPK/EST/16.04,2017-04-13,VO.002 - 012/17
BAP 17-0154,151/SPK/FP/16.06,2017-04-17,151/SPK/FP/CG/IX/16
BAP 17-0155,118/SBM/RMH/16.02,2017-04-19,118/SBM/1/27.26.1/VI/16
BAP 17-0155,118/SBM/RMH/16.02,2017-04-19,118/SBM/1/27.26.1/VI/16
BAP 17-0155,118/SBM/RMH/16.02,2017-04-19,118/SBM/1/27.26.1/VI/16
BAP 17-0155,118/SBM/RMH/16.02,2017-04-19,118/SBM/1/27.26.1/VI/16
BAP 17-0156,003/SBM/RMH/17.04,2017-04-18,003/SBM/1/42.26.1/I/17
BAP 17-0157,163/SBM/RMH/16.06,2017-04-18,163/SBM/1/42.26.1/IX/16
BAP 17-0158,147/SBM/RMH/16.07,2017-04-18,147/SBM/1/35.26.1/VIII/16
BAP 17-0159,216/SBM/RMH/16.04,2017-04-18,216/SBM/1/36.26.1/XII/16
BAP 17-0160,144/SBM/RMH/16.07,2017-04-18,144/SBM/1/35.26.1/VIII/16
BAP 17-0161,138/SBM/RMH/16.07,2017-04-18,138/SBM/1/35.26.1/VIII/16
BAP 17-0162,215/SBM/RMH/16.04,2017-04-18,215/SBM/1/42.26.1/XII/16
BAP 17-0163,198/SPK/EST/16.08,2017-04-20,198/SPK/EST/CG/XI/16
BAP 17-0164,014/SBM/TMN/17.01,2017-05-23,014/SBM/1/38.12.5/I/17
BAP 17-0164,014/SBM/TMN/17.01,2017-05-23,014/SBM/1/38.12.5/I/17
BAP 17-0164,014/SBM/TMN/17.01,2017-05-23,014/SBM/1/38.12.5/I/17
